Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10
1;-71;-29;-33;-48;37;-7;-83;-6;31;-8
1;-38;-25;-6;-36;66;-51;33;-40;64;18
0;7;6;-88;97;41;-74;18;-23;67;69
0;-92;0;69;-70;-85;0;12;52;9;13
0;-14;-64;-21;-84;-1;79;-68;-7;12;83
1;-44;95;-32;43;32;20;41;45;-79;-49
1;70;40;-7;-61;-15;39;-51;6;14;46
1;92;-22;-39;-6;82;-71;-6;37;-54;52
1;-55;53;-76;18;57;63;58;56;-43;-4
1;-34;-68;-69;90;17;84;-24;39;0;-66
0;-96;-3;28;62;33;-67;-21;89;-16;-28
0;-53;91;-48;12;36;1;-53;-2;-99;-18
0;-19;-38;67;97;13;-40;-59;52;5;-45
1;85;-32;82;-12;38;-60;67;39;-42;11
0;5;-64;31;-95;-60;-71;-8;-22;11;5
1;-41;35;-82;69;13;-90;46;-58;-75;40
1;-58;68;59;21;87;23;-83;23;-93;-90
0;-85;81;31;-20;38;-93;34;56;25;95
0;-84;2;-40;18;25;39;-26;-76;-40;-3
1;43;-54;-94;-69;-41;68;-5;-81;-34;0
1;56;76;-90;15;56;-81;13;56;29;54
1;97;-84;90;-71;17;76;21;77;-13;4
1;34;99;54;44;-19;-95;-2;38;81;-60
1;3;-61;-87;-23;-15;74;22;-55;19;-49
0;83;58;35;32;9;-29;-94;74;32;92
0;-87;-28;-61;-91;-26;-71;-95;27;25;89
0;14;-70;33;-45;-34;22;-24;-43;81;80
1;71;-82;8;39;15;65;97;12;0;97
0;-81;26;61;10;60;100;26;-62;-49;93
1;67;0;46;56;-90;-32;69;-32;-17;-57
0;37;55;-13;-33;-7;-14;63;-59;-21;-5
0;-41;-18;40;46;33;43;-83;-46;-35;-26
0;16;31;97;21;59;69;16;-72;4;60
0;-66;-54;-63;31;-77;100;40;-7;-45;23
1;100;94;57;50;-38;-10;-44;49;-25;25
0;19;-1;54;28;-38;-24;30;80;3;-47
0;58;0;43;57;-66;64;93;49;-8;89
1;-32;53;12;98;-88;68;0;95;54;-87
0;16;64;-85;89;-2;-74;-47;54;48;49
0;-70;93;-89;90;96;44;-11;-69;-64;-66
0;-3;-64;-88;-39;45;-40;12;88;-15;15
1;-2;60;-81;-37;-26;-52;-100;12;82;-24
1;69;45;-92;36;74;-28;-58;30;-84;-68
0;4;75;-4;20;31;42;5;-59;-98;-65
1;-22;-68;29;35;27;89;48;-74;76;-59
1;-44;-95;1;54;80;99;29;-89;-36;18
0;62;8;-2;11;-18;-1;44;-91;-77;-26
0;72;-65;98;8;-15;-65;18;-91;23;95
0;-53;90;3;-89;-61;44;27;64;-15;-59
1;3;-73;-67;-18;13;-99;-63;-45;71;-2
1;-43;-41;82;90;83;41;-27;-53;30;-98
0;-100;-20;67;-79;-40;-36;-70;97;-100;-93
1;-62;-30;12;15;-65;49;-57;54;-93;-14
1;27;-86;20;46;58;-35;54;88;-98;-41
1;-40;79;71;36;-7;-12;19;-33;-99;-70
1;45;-31;79;39;-44;39;88;90;63;-44
0;-17;-14;-43;-29;-93;95;24;-54;11;29
0;15;49;-22;87;84;14;-34;43;8;56
1;-25;-54;-28;36;82;-37;-24;31;-39;71
1;92;-57;91;58;-45;-52;28;72;-83;100
0;81;18;15;-88;8;-4;-31;-84;77;49
0;71;46;96;-73;-76;-17;53;22;-75;28
0;-48;-32;-1;74;-88;58;50;-15;53;91
1;-88;-96;-48;-4;44;88;24;81;92;-74
1;58;-57;-38;99;25;-75;-36;-96;25;42
1;21;-1;-59;9;-43;-8;-29;80;-50;-52
0;-67;-35;-57;74;-73;-59;-17;-53;7;24
0;-80;-54;-72;4;-28;8;48;1;-21;-4
1;74;24;21;-83;68;-85;-1;-83;39;-23
0;8;-97;-25;67;-57;-46;-60;-67;-66;-87
0;-54;78;-36;-96;14;-8;-18;40;49;70
0;-85;-47;-19;98;-85;52;-92;-67;-77;4
1;72;-39;-10;-86;10;56;-57;42;30;-51
0;20;19;43;-21;-30;-58;-69;-46;-99;40
1;20;34;98;-43;14;-28;-28;87;14;-30
1;-90;-49;-87;-64;100;51;41;49;-58;33
0;-83;51;-75;79;53;-9;-83;-80;66;98
0;-64;40;26;17;-54;-2;-38;62;-2;-97
1;-80;51;-81;-37;31;16;11;-95;-55;-1
1;33;85;-21;-52;-1;76;25;-87;86;-76
0;-80;24;-85;-60;31;-80;-84;75;99;62
0;-8;-24;-90;-33;28;-62;-72;-33;44;4
1;-39;-62;-6;78;48;-7;27;-77;-50;22
0;-72;29;-51;72;-4;12;39;-42;-62;28
1;-1;-50;17;-52;-31;-98;-52;-54;-91;26
1;67;-3;-50;77;-6;-38;-33;50;-25;-74
0;-77;15;-44;-82;98;36;39;-74;-55;87
0;-55;-59;85;-59;-55;-60;20;-39;-80;-80
1;-3;-81;-43;20;40;-4;-40;-53;-32;94
0;61;-14;-44;-46;-88;-20;-84;12;48;13
0;-39;38;69;-58;5;36;21;90;49;58
0;73;85;89;-56;18;-11;85;88;-64;-41
1;-40;-30;-49;13;25;-25;56;21;-34;-84
0;34;52;-74;4;92;-3;-40;-48;67;-64
0;-74;64;60;35;81;11;-12;-88;16;-98
1;69;46;51;36;76;27;-17;57;100;37
0;34;-15;-93;-9;-67;-27;84;91;-68;-40
1;-72;13;81;-42;-21;70;33;-60;88;-95
1;-42;-87;-45;-5;88;1;10;63;-23;64
1;-86;-25;-56;-94;-21;3;-67;-59;-82;-41
0;-60;-61;40;91;-95;93;13;91;-3;49
0;-78;-93;-21;-13;-38;68;26;80;78;36
0;28;-92;-60;-48;67;-67;0;-97;41;-10
0;30;90;-11;96;-56;37;73;-76;-86;32
1;65;83;44;34;-42;-72;-74;69;-48;-80
1;-91;-35;-61;-86;-97;-31;28;-17;73;-95
1;84;82;-23;-54;-18;78;-36;-43;8;35
0;0;-84;82;6;15;-93;71;100;-96;4
0;-15;61;67;1;50;99;60;-56;-23;83
1;33;95;47;-97;-30;36;90;-25;42;-68
0;98;11;-80;70;3;89;10;12;-74;-12
1;3;-55;-16;47;-30;96;7;88;-72;10
1;99;-70;-55;21;96;-69;-28;-53;93;-63
1;-85;5;73;43;-44;9;-85;91;59;88
0;-67;42;-2;-35;-78;-53;-66;40;100;98
1;81;96;-74;-16;67;-33;-70;87;89;8
1;56;17;-13;6;-77;-83;-44;42;95;72
1;12;-6;1;46;-36;-31;-88;0;82;-87
0;-81;-9;-78;73;-70;-21;29;30;-39;-6
1;52;87;25;75;85;48;53;5;-89;-27
1;-19;-40;80;-30;-68;-24;56;-22;-76;-64
0;-74;12;-69;81;71;-74;20;-87;-20;-42
0;66;49;67;-97;33;-78;97;-14;-44;90
0;-39;100;46;78;-43;48;10;13;20;42
0;74;-93;38;-73;24;96;-81;-95;46;25
1;54;45;-90;98;-64;-9;89;-79;-39;74
1;3;27;78;-9;-60;35;15;-70;-73;13
0;22;46;22;53;8;-42;-40;31;4;6
0;-21;-48;-27;0;92;79;-97;54;-54;-2
0;-40;-55;47;-67;47;82;-11;-4;13;-78
1;-16;-58;4;-79;-100;-19;-9;-20;-25;-33
0;-69;84;-35;53;14;-61;58;86;-3;17
0;42;-45;57;28;-64;-56;76;26;-98;75
1;22;0;94;6;-1;43;-53;-95;12;-94
1;-32;-33;-97;89;-77;-3;66;62;74;45
1;6;-66;48;11;-90;94;14;35;91;3
1;10;-79;-89;9;100;38;-41;38;16;52
1;1;25;-62;-31;9;76;56;89;94;42
0;27;30;-16;-95;80;-52;35;87;63;68
0;-6;4;-44;-24;-45;-98;59;-76;38;-97
0;-30;62;55;-24;57;-19;34;15;-41;20
1;78;39;-86;-18;80;96;29;17;34;-86
0;17;-53;40;16;-49;-14;-18;-77;-99;55
1;37;71;-7;78;-39;-68;52;76;62;73
0;16;-64;-18;24;-22;75;-48;86;33;53
0;39;-84;-76;25;41;-34;15;73;-87;-41
0;84;22;89;66;51;-23;77;39;10;-78
0;12;47;0;55;77;36;94;-62;-85;93
1;3;-93;70;-55;-100;94;-55;12;-80;-16
0;-80;6;-46;44;6;-74;-84;-28;59;65
0;60;16;-92;-8;8;-44;-65;39;-39;57
0;-94;-38;-29;-8;-94;65;50;29;-75;-3
1;45;-71;44;64;-78;5;-76;-17;-64;-33
1;-47;-1;50;-11;-76;-74;-63;27;-29;-83
0;-8;-16;95;-3;72;72;-14;100;-50;-77
0;39;44;87;75;-19;23;-55;69;-7;69
1;-69;39;-86;60;38;-11;-85;76;-7;31
1;53;75;-98;-80;24;-1;-62;40;43;-43
0;-81;72;-36;-74;66;-78;69;66;-13;-93
1;8;-77;-59;97;-35;-76;-28;-48;79;3
1;-8;-71;20;3;-80;87;32;-25;-97;60
1;15;-85;52;72;13;61;48;-3;44;43
1;-98;44;-16;56;-89;-48;-27;47;30;-77
0;-83;91;24;65;-87;82;88;-1;-19;4
0;36;-74;14;43;50;-23;-47;61;-62;56
1;21;53;26;71;-10;29;49;-38;-83;1
1;28;-7;-11;3;95;-24;41;40;7;69
0;-54;61;-19;27;-69;43;-85;-78;45;73
0;70;-51;74;-53;22;-10;37;-10;40;-39
1;12;-36;-55;41;17;45;92;71;61;-35
1;-33;32;70;97;-99;-36;-73;97;-81;-17
1;22;74;-22;63;-100;-94;99;94;-22;64
0;45;-94;-99;77;-77;-87;-51;6;22;-7
0;47;-45;18;80;36;51;30;28;30;-47
1;-33;-80;-94;-27;-94;-66;-41;86;84;-46
0;80;45;-13;-5;-13;1;44;31;22;-89
1;42;-32;59;-5;-63;-50;43;67;78;90
0;10;-13;-13;-14;-27;19;-61;-54;-29;-100
1;-22;-28;25;-51;-15;-11;63;-9;100;43
1;44;86;62;-9;22;31;66;60;-56;6
1;-58;-8;77;-100;-57;92;-67;-46;74;100
0;60;-65;-8;-58;0;-76;-28;54;23;46
0;94;10;-71;75;76;29;-36;88;-45;12
0;-98;91;-94;41;11;13;-66;23;19;2
0;-53;-41;-41;-77;-67;-92;28;70;-26;-1
0;-84;-76;73;82;18;65;-45;-35;67;83
0;10;-86;59;28;-23;-79;-34;-81;-53;-41
0;-80;-71;73;-60;-31;21;-42;28;-51;-20
1;-59;-81;-92;-47;10;-53;94;-5;2;35
1;-72;44;21;71;-75;-38;70;-98;-73;73
0;68;-93;-95;47;-80;-39;50;55;-30;-10
1;-86;-96;-66;83;69;54;-57;20;32;-68
0;-20;62;-16;12;40;86;65;21;74;-4
1;44;85;-100;48;30;4;-100;69;6;28
1;-88;5;-83;-57;28;71;67;-77;95;-31
1;-19;-100;24;-84;-82;-63;92;-29;77;-6
0;-80;-90;40;-63;-27;-17;20;88;-51;23
1;14;84;84;86;-1;-76;-99;61;-41;-80
0;-100;-37;-37;-38;-34;-95;92;26;79;-32
0;-68;77;63;22;-15;-42;26;50;-74;19
0;-73;1;68;42;-23;-85;48;92;34;57
0;93;-39;-93;-73;-40;59;2;-74;74;21
0;-45;-43;-72;83;-10;10;-18;73;-29;41
0;-47;55;87;2;15;-28;-29;-45;-52;-16
1;61;-78;44;-40;79;7;92;-41;29;17
1;-14;-35;-62;8;-19;73;50;-67;57;93
1;-42;19;67;-97;-80;-45;100;14;91;61
1;-63;-24;-51;27;30;-73;-1;31;-1;37
1;-93;-87;58;-53;96;99;-44;-73;30;-90
1;98;-79;8;51;-85;36;61;-5;-12;81
1;-34;29;82;-39;-76;22;73;-76;56;-49
1;-80;3;79;-16;25;54;84;74;62;15
1;56;-3;-49;-34;-100;30;30;77;60;61
1;92;-38;29;-66;13;92;96;6;-25;56
1;51;6;-19;55;-4;-2;-76;60;61;-17
0;-61;-55;52;15;-84;-86;-84;-14;-56;-70
1;-40;94;51;31;9;69;-81;62;31;-32
0;-18;38;-42;12;16;-62;46;-80;-34;32
1;-36;-30;-58;-95;75;41;18;98;-18;72
1;54;32;-27;51;7;-46;-23;-66;-36;-85
0;66;-14;-85;84;-38;23;-69;91;-61;3
1;98;7;18;79;-59;-31;-5;40;9;68
0;94;38;11;5;93;37;99;26;46;63
1;-64;-86;-84;14;39;91;61;39;97;-99
1;91;-42;44;28;43;9;-47;95;-11;-68
1;-30;-77;-86;82;22;-4;40;58;49;34
0;-87;-93;-48;-34;77;75;-42;-86;94;-8
0;44;-40;-61;-91;46;-16;44;37;-71;93
0;-37;-46;96;-51;79;-23;-31;80;41;83
1;-64;72;-47;-28;-99;94;85;-15;-12;-65
1;68;-36;95;21;-48;7;20;-52;100;-80
1;-15;38;-61;78;80;47;81;-11;89;-64
1;-59;-29;-7;-88;-32;-42;-26;32;-22;44
1;28;-98;50;0;50;71;-67;97;10;86
1;-58;-83;-59;39;-66;62;78;-13;81;-100
1;-99;-50;72;-50;67;-98;70;-82;3;44
1;38;11;-89;-30;15;97;1;90;-27;10
0;-53;95;8;82;41;-57;-94;3;-31;-91
1;99;51;-6;-71;-78;43;87;99;-71;58
1;43;10;83;5;27;-59;-87;-72;100;-21
0;-43;15;-30;-68;-9;72;25;-1;81;-32
1;-66;-70;-25;36;72;1;88;12;47;84
0;53;-77;70;-79;-44;-94;-16;-69;87;55
0;59;-81;-7;22;-59;-63;-56;-65;69;-76
0;40;64;-100;-45;-40;-99;-18;-69;66;99
0;-98;-39;-88;71;5;9;-17;-58;30;-81
1;-49;-76;-72;-14;85;98;30;62;-39;71
0;16;79;-9;10;-13;-31;-96;-80;-58;-29
0;5;-93;-33;-5;-53;75;45;-82;48;-70
0;-13;7;-40;-69;-100;-96;6;33;67;-16
1;-78;-85;90;-75;58;73;-14;87;-92;36
1;25;-15;80;-73;-63;43;79;66;36;1
0;3;38;51;99;-27;-2;-48;57;50;-69
0;69;48;6;-48;28;-25;-75;-5;-80;-15
0;-51;-90;19;39;1;86;100;69;73;18
1;-100;26;57;92;-100;-36;-12;-96;-59;55
1;-95;8;11;89;-37;69;96;69;-40;-53
0;-33;62;57;5;81;-69;-100;-5;14;21
1;-73;80;-90;-10;44;-89;2;-96;-56;23
1;-41;16;51;-94;-73;-12;22;-17;-76;12
1;31;41;-32;-37;25;22;-64;16;18;72
1;-5;-42;44;56;-39;57;-28;-79;-85;-54
1;66;94;51;76;22;15;20;-2;-85;52
1;26;9;-63;-72;96;-82;30;-93;-38;-29
1;-95;-60;100;4;-18;80;-48;-47;8;27
0;28;-10;-88;45;-38;50;-54;-73;-13;48
0;27;52;81;53;92;-84;64;94;-4;95
0;-99;79;0;99;70;-44;33;20;40;-46
0;77;88;23;27;61;-46;-1;98;87;58
0;-39;59;-100;-7;-11;69;-63;80;59;16
0;-10;-28;-87;-44;66;85;10;60;-96;-76
1;41;27;100;77;93;59;-55;67;-65;-98
1;-78;31;-99;-93;15;97;-93;10;-2;99
0;57;-29;71;44;71;-47;-72;75;39;-83
0;-90;35;-92;-96;71;43;-67;-8;-72;46
1;14;-96;-98;69;-98;38;86;4;93;-32
0;-90;-92;-57;-52;94;-77;-60;-38;72;-84
1;24;-32;-28;1;82;94;45;-31;5;-94
1;-71;2;-12;-3;99;21;63;-65;94;52
0;-46;-94;-81;2;-29;91;63;-91;11;99
1;9;-25;-52;96;-28;52;45;-51;-17;-24
0;2;-90;-49;-75;12;9;60;-49;-32;31
1;77;100;-57;62;-16;-44;-93;-18;69;18
0;99;62;0;-10;24;-54;-6;46;-22;33
0;-62;72;51;-85;-27;-7;77;17;-80;-7
1;96;-76;43;-29;-33;-65;18;5;-63;98
1;75;34;87;43;-28;-35;-97;87;100;-34
1;75;-24;80;89;-46;-53;-12;59;-94;66
1;31;25;-57;78;56;70;-57;87;22;39
0;-52;16;-81;-44;98;79;-13;-53;-55;-52
0;-56;24;-27;-70;-90;30;69;-57;-59;84
0;-78;62;59;43;38;57;-60;93;-51;-28
0;-34;79;-10;-55;62;-10;-23;-53;-99;75
1;63;71;-70;92;94;100;16;-90;-15;-5
0;-1;-58;37;-74;-75;97;89;73;-29;89
0;-55;15;83;15;-55;53;-13;-99;31;-100
0;33;-15;-7;89;100;-42;-52;48;-46;-75
0;97;59;58;-32;56;-4;-84;-2;5;-11
0;-91;60;36;-47;-84;45;-97;-44;-47;-78
1;40;-52;-75;-6;-51;74;-59;69;15;-5
1;-82;-29;75;24;21;88;36;7;-79;67
1;87;67;-18;81;22;37;52;61;-81;-20
1;-22;-7;-79;39;-76;-33;12;6;41;82
1;-67;32;92;-85;-41;-27;17;-36;83;70
1;7;-29;58;-11;68;-62;-72;67;54;69
1;99;95;94;9;-16;75;21;-73;-44;13
1;19;-60;-100;-82;2;80;14;69;-81;-71
0;-82;34;81;0;32;-19;-7;-1;-21;-91
1;69;87;97;-39;-95;-45;53;84;45;-49
1;-66;30;31;65;-61;-48;-42;-50;2;-11
1;-65;20;-17;87;49;-59;-82;30;-68;-37
1;41;-40;-71;13;81;-23;7;-62;52;96
0;-2;57;-20;-15;-82;56;-94;-48;11;50
1;3;27;-48;51;-99;19;56;3;-99;-9
1;-18;0;-33;-89;-47;34;11;0;38;-100
0;64;19;-19;26;-94;-13;-83;75;-17;-35
1;-36;55;-29;14;81;88;-45;0;-26;-47
0;-8;31;-62;-21;20;77;70;-87;36;68
1;71;-92;-63;60;-18;-2;89;95;-1;1
1;-49;-38;-96;-52;-1;-2;-15;-1;-75;9
0;15;-25;-71;-76;51;-88;-88;77;-71;-49
0;-89;-37;2;93;-54;-84;-33;0;-82;62
0;76;-7;-60;56;-90;-72;76;-56;-53;88
1;47;32;-44;-61;-95;23;6;-2;-97;6
0;32;65;-87;-93;-95;88;67;40;-10;-25
0;53;0;92;-92;43;-49;-22;13;-5;-13
0;-21;-18;81;40;99;26;98;-79;-25;15
0;-6;86;71;-77;72;48;54;-36;-24;-93
0;21;84;29;5;7;-100;-37;-93;47;6
0;-89;-69;16;87;40;81;-92;23;5;86
1;21;-91;-34;-38;-49;38;-75;-78;-21;-83
0;52;8;-87;75;48;-8;-64;81;-71;45
0;49;70;1;-86;23;99;-32;-11;30;-96
0;86;73;38;-71;9;28;-59;-28;-59;-13
1;-27;3;21;72;40;85;-40;-60;-74;-88
0;100;25;19;-13;97;10;-91;20;8;-61
1;-58;-97;86;-94;-61;94;92;-16;-32;-64
0;-15;17;-30;76;-88;-67;26;85;96;-22
1;52;-86;-30;-8;75;32;83;-83;-66;-96
0;28;-82;93;40;-54;11;-91;-76;-71;36
0;-72;66;41;-38;-60;15;35;12;-41;59
0;-69;20;-98;87;-52;34;36;22;-67;98
0;93;-21;-48;-90;-88;96;65;-40;-69;74
1;49;-92;-97;-42;-18;17;59;-19;-89;-13
0;-40;40;62;41;-70;69;-9;30;-82;-44
0;51;25;-63;-50;-63;97;14;81;-25;-54
1;-60;17;-42;93;68;-68;22;-87;-77;3
0;-54;-81;-59;70;-52;10;-38;79;78;-38
0;82;52;81;-30;-62;-17;-43;81;54;36
1;78;68;-87;-49;-57;59;-18;91;28;30
0;-69;-39;-53;-65;25;60;-19;44;-70;-98
0;-61;23;-40;-74;-8;96;-59;91;34;-57
1;-66;-38;-76;-52;-27;-38;69;-21;-90;25
1;-89;93;65;-37;24;9;47;-87;54;32
1;62;-74;67;32;-4;98;-45;71;-41;-7
0;38;3;37;10;-65;92;4;-11;68;79
1;30;-61;-87;71;-93;14;14;-9;-92;-38
1;-88;82;-36;-59;-52;59;74;48;43;-52
0;68;-70;-39;50;33;-18;-72;-34;-26;15
0;-23;-34;-38;-52;-44;-73;-22;8;75;1
1;-54;-40;-81;-42;98;48;70;47;4;-76
0;64;18;-52;-82;14;5;59;-28;-99;-31
1;80;-77;53;-8;-30;40;-39;-15;72;66
1;70;-30;-17;-18;21;-40;46;45;58;-18
0;-91;98;22;100;-95;48;-9;-88;-10;-70
1;12;-12;80;-65;19;-31;-48;32;59;24
1;66;42;-16;-51;28;84;14;-30;-31;-45
1;-86;-1;13;-68;-59;-66;-22;95;-26;29
1;20;-48;-93;61;-5;-50;58;-34;52;0
0;10;-46;4;96;-45;1;-84;98;-66;70
0;-62;41;9;-94;-29;92;67;9;89;-95
1;82;-100;56;61;-75;-4;-25;78;59;-36
0;24;-70;-3;19;-100;-97;70;-74;-22;-85
1;29;-89;16;-95;-77;31;-60;-99;-89;94
1;-36;28;96;89;45;49;-97;53;18;7
1;60;16;-15;51;84;45;-48;-22;64;72
0;-13;97;44;-8;50;100;74;-4;-39;82
1;-2;53;67;-64;13;97;-32;97;62;30
0;-57;5;-36;-31;60;29;15;3;-88;52
1;56;-86;-66;-3;-67;21;-98;39;-41;-17
0;19;73;73;58;-23;-3;59;-73;-80;-18
0;-94;-56;13;-3;2;-83;21;74;-54;7
1;94;-17;31;62;-52;-85;-98;75;-59;-45
0;-12;-34;86;-52;-94;46;-76;-12;-9;59
0;30;-36;67;-8;7;91;-49;47;-25;80
1;-73;58;-25;17;57;52;19;53;17;-42
0;11;84;68;-67;-47;-91;-46;-69;77;70
0;56;-68;-2;-96;88;60;64;37;96;47
0;-37;23;21;69;52;13;37;37;-16;-29
1;48;67;-30;-43;-87;2;76;30;-72;28
0;-42;-54;-38;5;-58;77;75;59;-45;-10
0;-69;80;-84;-74;48;88;-79;-85;-45;-71
0;89;97;-10;-73;54;12;-60;36;-80;24
1;-40;-17;70;35;-42;35;40;0;90;56
1;86;67;-71;35;-22;90;-63;76;-7;77
1;-63;16;-98;-53;20;25;98;79;-95;70
0;-30;47;88;47;68;-59;-54;21;30;-3
0;74;-2;85;49;-32;81;68;-93;-1;22
1;-93;-79;83;42;-29;-66;-80;91;-90;-82
0;58;5;0;25;-53;5;-49;73;-70;-89
1;68;-86;-23;-45;28;53;-68;-28;-20;56
1;-47;-99;34;11;5;11;48;63;-96;95
0;86;-81;18;30;68;95;3;-98;-89;71
1;-80;-99;62;-91;1;8;81;-67;10;-94
0;82;18;19;55;-83;-95;-79;65;8;9
0;-18;-74;-86;63;30;86;-36;-53;6;-86
0;-41;48;-86;-13;-68;-18;-13;-50;-59;44
0;-10;93;-48;-78;-49;-81;31;73;-37;19
0;-45;-50;-19;14;13;-77;-89;-99;-95;-34
0;9;-77;-60;-83;-64;84;-75;23;30;-55
1;-62;38;37;46;95;71;-79;20;70;-11
1;11;52;12;-1;-38;84;9;21;41;-63
0;88;-79;94;53;25;70;23;92;-31;87
0;-13;-86;-34;14;70;89;-96;29;-70;54
1;-71;-18;-3;-87;28;-54;49;-3;-21;-35
1;38;41;98;-33;83;-86;-67;25;97;98
0;-16;4;-67;8;5;34;21;-11;4;30
1;27;-54;83;-4;60;-99;20;53;45;28
1;-98;-23;38;-13;66;64;-18;34;-55;-23
1;-45;-47;-41;39;82;-60;27;-34;36;25
0;95;96;16;7;-13;38;-87;-43;-41;13
1;-99;-44;-85;-34;53;-100;0;-39;-37;97
1;90;69;-58;22;58;-50;-44;68;50;36
0;-50;-43;75;95;57;28;-46;28;-84;-71
0;84;63;21;55;-41;-35;82;-11;-41;26
1;-70;-96;23;-4;75;-13;6;1;2;99
0;80;92;40;83;10;-79;-62;-49;7;0
1;15;11;-45;17;55;-29;-29;71;56;-22
0;51;-41;-49;70;-37;6;-47;-89;75;-90
1;25;-70;-1;93;36;10;-90;-52;-48;-2
1;89;18;-40;-91;-77;-74;78;27;78;-90
0;48;-23;-21;73;-91;87;-68;33;-60;71
1;-12;-6;1;19;-2;58;20;-75;4;0
1;23;88;-99;-11;-13;75;-5;-67;-99;27
1;-74;-94;-52;91;68;60;-76;-39;6;20
1;99;-80;-22;-47;-42;-61;-33;-97;-52;90
1;27;7;-27;1;40;-60;54;-66;45;-46
1;-12;58;-33;20;92;-7;19;93;39;42
0;61;49;-51;-93;-69;-23;-30;-81;12;-25
0;-47;-22;61;83;9;-78;84;2;-19;-25
0;85;55;-20;-95;-54;-27;-51;-5;-84;4
1;16;-68;97;-51;-34;33;-73;71;61;71
0;-94;80;-11;-54;-99;-83;-70;-55;-4;-10
1;-59;61;-43;85;-53;-13;0;30;30;-31
1;89;63;67;64;75;43;40;15;-89;-47
0;-4;17;27;87;21;-44;80;-50;-68;100
0;8;33;-92;-35;-59;-31;68;1;1;14
1;47;-53;7;-92;32;56;88;-61;20;-29
1;-35;23;12;46;-65;95;-79;-7;-7;-47
0;90;-35;-86;59;41;16;-19;90;24;-67
0;69;63;44;-18;56;-9;0;-54;92;-39
1;39;72;0;52;58;-86;81;63;-21;28
0;61;47;-81;27;16;42;79;-57;-11;54
0;74;73;97;52;-34;2;18;-14;-59;79
1;57;-93;71;-43;-86;19;-48;-53;45;-57
0;-79;55;-56;81;51;26;-3;66;-6;32
1;41;0;78;-1;-88;-13;-24;96;64;-62
1;45;-64;-73;63;-47;1;22;-71;1;-95
1;-99;53;40;-45;7;40;31;-38;-67;48
0;-39;-21;91;-91;-81;3;-88;-55;-94;-71
1;-48;-61;-48;-41;-76;53;47;52;-76;59
0;66;59;9;-5;51;-8;80;4;-90;-86
1;-94;-75;-9;57;48;8;-8;-41;98;91
1;-64;-55;-53;-1;65;-5;-86;57;-90;-2
1;-40;-47;-57;-43;-28;27;80;-69;65;96
0;-66;-7;-84;25;-95;-91;-37;31;-53;84
1;93;-15;-16;11;-36;58;-88;-27;43;77
1;-79;31;77;-18;92;-95;56;-30;-99;96
1;17;26;-33;-50;-53;53;47;-89;24;-79
1;-17;-20;5;-91;-90;34;-2;-13;77;-87
0;95;-19;51;-6;-26;-36;2;-36;-90;-3
0;-74;-3;-71;-76;-50;24;82;-65;-17;-26
0;-47;39;95;77;36;-80;18;-79;-63;-20
0;-50;49;77;-55;-78;98;31;-84;27;-50
1;-11;88;-95;-18;0;60;-1;97;-7;9
0;70;16;-63;19;-29;90;74;0;81;-81
1;73;73;-45;-69;-25;-90;70;16;-77;8
1;-5;-61;65;-8;10;-44;-57;-45;-88;97
1;-100;75;-24;50;-15;47;-65;-46;7;-84
0;-35;88;30;-63;-95;97;-56;90;-51;96
1;-100;-4;-12;-22;-66;-72;31;-89;30;-30
0;-75;-28;79;-21;95;63;48;15;-73;20
1;-88;5;64;-74;-16;81;-6;-6;97;-31
0;-5;55;9;21;22;34;-99;-76;-62;46
0;38;-100;-69;30;28;-58;72;-61;-2;23
1;15;72;-49;81;8;42;96;-75;-20;-20
0;13;-10;36;-28;-47;72;-17;85;-46;-70
0;-31;68;2;26;-70;-62;-67;93;-60;-82
0;-86;38;29;-12;26;57;85;-78;17;23
1;95;30;-83;6;28;54;66;-94;36;57
1;-19;-61;27;84;6;66;85;67;77;51
0;49;30;79;-31;61;40;-63;-41;40;9
1;-44;91;79;56;-80;97;60;87;-69;-78
0;87;42;63;-67;-37;-5;-68;-47;-89;11
1;60;-26;97;6;-100;62;64;-69;-38;48
1;24;54;-29;-89;66;36;-8;91;19;73
1;100;-85;-61;54;47;64;5;-75;-100;7
0;98;-23;-82;-21;-58;-8;-42;50;15;20
1;43;-54;9;-93;48;93;19;18;56;10
0;64;-59;-61;97;95;-85;-95;28;-72;-49
1;34;56;-98;-46;-52;1;-97;46;51;72
1;-52;-21;-85;47;12;-69;9;54;98;-55
1;68;93;-82;56;-94;-7;-50;-45;20;13
0;24;-15;19;-23;-41;-26;-72;-78;-68;47
0;-21;34;-94;12;88;45;-35;60;17;20
1;87;34;-64;46;-45;58;-9;4;98;-21
0;-64;-18;-34;-14;41;-10;-19;27;-19;92
1;61;46;-11;-16;68;-86;-31;18;-47;94
0;12;-62;-90;-72;-16;3;-5;-25;-72;44
0;-2;89;45;83;45;-31;-37;-6;26;15
1;26;-5;34;-51;-89;95;-62;-86;-24;-4
1;71;99;50;63;96;-65;5;-27;-10;-26
1;80;-90;-99;59;15;10;-29;4;-87;-13
0;86;4;-88;13;86;31;80;-51;44;27
0;-61;-97;-60;-87;-71;20;42;25;88;29
1;96;-47;-7;94;83;-21;41;-91;-45;17
1;78;-38;95;-80;-23;-14;60;73;37;-63
1;31;-32;-54;0;13;-41;-13;-70;43;46
0;12;-12;47;-42;-75;25;-2;-56;-71;-15
